fileid,stusab,sumlevel,component,logrecno,us,region,division,statece,state,county,cousub,place,tract,blkgrp,concit,aianhh,aianhhfp,aihhtli,aitsce,aits,anrc,cbsa,csa,metdiv,macc,memi,necta,cnecta,nectadiv,ua,blank1,cdcurr,sldu,sldl,blank2,blank3,zcta5,submcd,sdelm,sdsec,sduni,ur,pci,blank5,blank6,puma5,blank7,geoid,name,bttr,btbg,blank8
ACSSF,MI,140,00,6336,,,,,26,163,,,524700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163524700,"Census Tract 5247, Wayne County, Michigan",,,
ACSSF,MI,140,00,6337,,,,,26,163,,,524800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163524800,"Census Tract 5248, Wayne County, Michigan",,,
ACSSF,MI,140,00,6338,,,,,26,163,,,525400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163525400,"Census Tract 5254, Wayne County, Michigan",,,
ACSSF,MI,140,00,6339,,,,,26,163,,,525700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163525700,"Census Tract 5257, Wayne County, Michigan",,,
ACSSF,MI,140,00,6340,,,,,26,163,,,525800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163525800,"Census Tract 5258, Wayne County, Michigan",,,
ACSSF,MI,140,00,6341,,,,,26,163,,,525900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163525900,"Census Tract 5259, Wayne County, Michigan",,,
ACSSF,MI,140,00,6342,,,,,26,163,,,526000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526000,"Census Tract 5260, Wayne County, Michigan",,,
ACSSF,MI,140,00,6343,,,,,26,163,,,526100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526100,"Census Tract 5261, Wayne County, Michigan",,,
ACSSF,MI,140,00,6344,,,,,26,163,,,526200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526200,"Census Tract 5262, Wayne County, Michigan",,,
ACSSF,MI,140,00,6345,,,,,26,163,,,526300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526300,"Census Tract 5263, Wayne County, Michigan",,,
ACSSF,MI,140,00,6346,,,,,26,163,,,526400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526400,"Census Tract 5264, Wayne County, Michigan",,,
ACSSF,MI,140,00,6347,,,,,26,163,,,526500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163526500,"Census Tract 5265, Wayne County, Michigan",,,
ACSSF,MI,140,00,6348,,,,,26,163,,,527900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163527900,"Census Tract 5279, Wayne County, Michigan",,,
ACSSF,MI,140,00,6349,,,,,26,163,,,530100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530100,"Census Tract 5301, Wayne County, Michigan",,,
ACSSF,MI,140,00,6350,,,,,26,163,,,530200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530200,"Census Tract 5302, Wayne County, Michigan",,,
ACSSF,MI,140,00,6351,,,,,26,163,,,530300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530300,"Census Tract 5303, Wayne County, Michigan",,,
ACSSF,MI,140,00,6352,,,,,26,163,,,530400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530400,"Census Tract 5304, Wayne County, Michigan",,,
ACSSF,MI,140,00,6353,,,,,26,163,,,530500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530500,"Census Tract 5305, Wayne County, Michigan",,,
ACSSF,MI,140,00,6354,,,,,26,163,,,530800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530800,"Census Tract 5308, Wayne County, Michigan",,,
ACSSF,MI,140,00,6355,,,,,26,163,,,530900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163530900,"Census Tract 5309, Wayne County, Michigan",,,
ACSSF,MI,140,00,6356,,,,,26,163,,,531100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531100,"Census Tract 5311, Wayne County, Michigan",,,
ACSSF,MI,140,00,6357,,,,,26,163,,,531200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531200,"Census Tract 5312, Wayne County, Michigan",,,
ACSSF,MI,140,00,6358,,,,,26,163,,,531300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531300,"Census Tract 5313, Wayne County, Michigan",,,
ACSSF,MI,140,00,6359,,,,,26,163,,,531400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531400,"Census Tract 5314, Wayne County, Michigan",,,
ACSSF,MI,140,00,6360,,,,,26,163,,,531501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531501,"Census Tract 5315.01, Wayne County, Michigan",,,
ACSSF,MI,140,00,6361,,,,,26,163,,,531502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531502,"Census Tract 5315.02, Wayne County, Michigan",,,
ACSSF,MI,140,00,6362,,,,,26,163,,,531600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531600,"Census Tract 5316, Wayne County, Michigan",,,
ACSSF,MI,140,00,6363,,,,,26,163,,,531700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531700,"Census Tract 5317, Wayne County, Michigan",,,
ACSSF,MI,140,00,6364,,,,,26,163,,,531800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531800,"Census Tract 5318, Wayne County, Michigan",,,
ACSSF,MI,140,00,6365,,,,,26,163,,,531900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163531900,"Census Tract 5319, Wayne County, Michigan",,,
ACSSF,MI,140,00,6366,,,,,26,163,,,532100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163532100,"Census Tract 5321, Wayne County, Michigan",,,
ACSSF,MI,140,00,6367,,,,,26,163,,,532400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163532400,"Census Tract 5324, Wayne County, Michigan",,,
ACSSF,MI,140,00,6368,,,,,26,163,,,532600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163532600,"Census Tract 5326, Wayne County, Michigan",,,
ACSSF,MI,140,00,6369,,,,,26,163,,,532700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163532700,"Census Tract 5327, Wayne County, Michigan",,,
ACSSF,MI,140,00,6370,,,,,26,163,,,533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533000,"Census Tract 5330, Wayne County, Michigan",,,
ACSSF,MI,140,00,6371,,,,,26,163,,,533100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533100,"Census Tract 5331, Wayne County, Michigan",,,
ACSSF,MI,140,00,6372,,,,,26,163,,,533200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533200,"Census Tract 5332, Wayne County, Michigan",,,
ACSSF,MI,140,00,6373,,,,,26,163,,,533300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533300,"Census Tract 5333, Wayne County, Michigan",,,
ACSSF,MI,140,00,6374,,,,,26,163,,,533400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533400,"Census Tract 5334, Wayne County, Michigan",,,
ACSSF,MI,140,00,6375,,,,,26,163,,,533600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533600,"Census Tract 5336, Wayne County, Michigan",,,
ACSSF,MI,140,00,6376,,,,,26,163,,,533800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533800,"Census Tract 5338, Wayne County, Michigan",,,
ACSSF,MI,140,00,6377,,,,,26,163,,,533900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163533900,"Census Tract 5339, Wayne County, Michigan",,,
ACSSF,MI,140,00,6378,,,,,26,163,,,534100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534100,"Census Tract 5341, Wayne County, Michigan",,,
ACSSF,MI,140,00,6379,,,,,26,163,,,534200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534200,"Census Tract 5342, Wayne County, Michigan",,,
ACSSF,MI,140,00,6380,,,,,26,163,,,534300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534300,"Census Tract 5343, Wayne County, Michigan",,,
ACSSF,MI,140,00,6381,,,,,26,163,,,534400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534400,"Census Tract 5344, Wayne County, Michigan",,,
ACSSF,MI,140,00,6382,,,,,26,163,,,534700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534700,"Census Tract 5347, Wayne County, Michigan",,,
ACSSF,MI,140,00,6383,,,,,26,163,,,534800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163534800,"Census Tract 5348, Wayne County, Michigan",,,
ACSSF,MI,140,00,6384,,,,,26,163,,,535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535000,"Census Tract 5350, Wayne County, Michigan",,,
ACSSF,MI,140,00,6385,,,,,26,163,,,535100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535100,"Census Tract 5351, Wayne County, Michigan",,,
ACSSF,MI,140,00,6386,,,,,26,163,,,535200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535200,"Census Tract 5352, Wayne County, Michigan",,,
ACSSF,MI,140,00,6387,,,,,26,163,,,535300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535300,"Census Tract 5353, Wayne County, Michigan",,,
ACSSF,MI,140,00,6388,,,,,26,163,,,535600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535600,"Census Tract 5356, Wayne County, Michigan",,,
ACSSF,MI,140,00,6389,,,,,26,163,,,535700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535700,"Census Tract 5357, Wayne County, Michigan",,,
ACSSF,MI,140,00,6390,,,,,26,163,,,535800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163535800,"Census Tract 5358, Wayne County, Michigan",,,
ACSSF,MI,140,00,6391,,,,,26,163,,,536100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536100,"Census Tract 5361, Wayne County, Michigan",,,
ACSSF,MI,140,00,6392,,,,,26,163,,,536200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536200,"Census Tract 5362, Wayne County, Michigan",,,
ACSSF,MI,140,00,6393,,,,,26,163,,,536300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536300,"Census Tract 5363, Wayne County, Michigan",,,
ACSSF,MI,140,00,6394,,,,,26,163,,,536400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536400,"Census Tract 5364, Wayne County, Michigan",,,
ACSSF,MI,140,00,6395,,,,,26,163,,,536500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536500,"Census Tract 5365, Wayne County, Michigan",,,
ACSSF,MI,140,00,6396,,,,,26,163,,,536600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536600,"Census Tract 5366, Wayne County, Michigan",,,
ACSSF,MI,140,00,6397,,,,,26,163,,,536700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536700,"Census Tract 5367, Wayne County, Michigan",,,
ACSSF,MI,140,00,6398,,,,,26,163,,,536800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536800,"Census Tract 5368, Wayne County, Michigan",,,
ACSSF,MI,140,00,6399,,,,,26,163,,,536900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163536900,"Census Tract 5369, Wayne County, Michigan",,,
ACSSF,MI,140,00,6400,,,,,26,163,,,537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537000,"Census Tract 5370, Wayne County, Michigan",,,
ACSSF,MI,140,00,6401,,,,,26,163,,,537100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537100,"Census Tract 5371, Wayne County, Michigan",,,
ACSSF,MI,140,00,6402,,,,,26,163,,,537200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537200,"Census Tract 5372, Wayne County, Michigan",,,
ACSSF,MI,140,00,6403,,,,,26,163,,,537300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537300,"Census Tract 5373, Wayne County, Michigan",,,
ACSSF,MI,140,00,6404,,,,,26,163,,,537500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537500,"Census Tract 5375, Wayne County, Michigan",,,
ACSSF,MI,140,00,6405,,,,,26,163,,,537600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537600,"Census Tract 5376, Wayne County, Michigan",,,
ACSSF,MI,140,00,6406,,,,,26,163,,,537700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537700,"Census Tract 5377, Wayne County, Michigan",,,
ACSSF,MI,140,00,6407,,,,,26,163,,,537800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163537800,"Census Tract 5378, Wayne County, Michigan",,,
ACSSF,MI,140,00,6408,,,,,26,163,,,538100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538100,"Census Tract 5381, Wayne County, Michigan",,,
ACSSF,MI,140,00,6409,,,,,26,163,,,538200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538200,"Census Tract 5382, Wayne County, Michigan",,,
ACSSF,MI,140,00,6410,,,,,26,163,,,538300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538300,"Census Tract 5383, Wayne County, Michigan",,,
ACSSF,MI,140,00,6411,,,,,26,163,,,538400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538400,"Census Tract 5384, Wayne County, Michigan",,,
ACSSF,MI,140,00,6412,,,,,26,163,,,538500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538500,"Census Tract 5385, Wayne County, Michigan",,,
ACSSF,MI,140,00,6413,,,,,26,163,,,538600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538600,"Census Tract 5386, Wayne County, Michigan",,,
ACSSF,MI,140,00,6414,,,,,26,163,,,538700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538700,"Census Tract 5387, Wayne County, Michigan",,,
ACSSF,MI,140,00,6415,,,,,26,163,,,538800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538800,"Census Tract 5388, Wayne County, Michigan",,,
ACSSF,MI,140,00,6416,,,,,26,163,,,538900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163538900,"Census Tract 5389, Wayne County, Michigan",,,
ACSSF,MI,140,00,6417,,,,,26,163,,,539000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539000,"Census Tract 5390, Wayne County, Michigan",,,
ACSSF,MI,140,00,6418,,,,,26,163,,,539100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539100,"Census Tract 5391, Wayne County, Michigan",,,
ACSSF,MI,140,00,6419,,,,,26,163,,,539200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539200,"Census Tract 5392, Wayne County, Michigan",,,
ACSSF,MI,140,00,6420,,,,,26,163,,,539300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539300,"Census Tract 5393, Wayne County, Michigan",,,
ACSSF,MI,140,00,6421,,,,,26,163,,,539400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539400,"Census Tract 5394, Wayne County, Michigan",,,
ACSSF,MI,140,00,6422,,,,,26,163,,,539500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539500,"Census Tract 5395, Wayne County, Michigan",,,
ACSSF,MI,140,00,6423,,,,,26,163,,,539600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539600,"Census Tract 5396, Wayne County, Michigan",,,
ACSSF,MI,140,00,6424,,,,,26,163,,,539700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163539700,"Census Tract 5397, Wayne County, Michigan",,,
ACSSF,MI,140,00,6425,,,,,26,163,,,540100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540100,"Census Tract 5401, Wayne County, Michigan",,,
ACSSF,MI,140,00,6426,,,,,26,163,,,540200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540200,"Census Tract 5402, Wayne County, Michigan",,,
ACSSF,MI,140,00,6427,,,,,26,163,,,540300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540300,"Census Tract 5403, Wayne County, Michigan",,,
ACSSF,MI,140,00,6428,,,,,26,163,,,540400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540400,"Census Tract 5404, Wayne County, Michigan",,,
ACSSF,MI,140,00,6429,,,,,26,163,,,540500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540500,"Census Tract 5405, Wayne County, Michigan",,,
ACSSF,MI,140,00,6430,,,,,26,163,,,540600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540600,"Census Tract 5406, Wayne County, Michigan",,,
ACSSF,MI,140,00,6431,,,,,26,163,,,540700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540700,"Census Tract 5407, Wayne County, Michigan",,,
ACSSF,MI,140,00,6432,,,,,26,163,,,540800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540800,"Census Tract 5408, Wayne County, Michigan",,,
ACSSF,MI,140,00,6433,,,,,26,163,,,540900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163540900,"Census Tract 5409, Wayne County, Michigan",,,
ACSSF,MI,140,00,6434,,,,,26,163,,,541000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541000,"Census Tract 5410, Wayne County, Michigan",,,
ACSSF,MI,140,00,6435,,,,,26,163,,,541100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541100,"Census Tract 5411, Wayne County, Michigan",,,
ACSSF,MI,140,00,6436,,,,,26,163,,,541200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541200,"Census Tract 5412, Wayne County, Michigan",,,
ACSSF,MI,140,00,6437,,,,,26,163,,,541300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541300,"Census Tract 5413, Wayne County, Michigan",,,
ACSSF,MI,140,00,6438,,,,,26,163,,,541400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541400,"Census Tract 5414, Wayne County, Michigan",,,
ACSSF,MI,140,00,6439,,,,,26,163,,,541500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541500,"Census Tract 5415, Wayne County, Michigan",,,
ACSSF,MI,140,00,6440,,,,,26,163,,,541700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541700,"Census Tract 5417, Wayne County, Michigan",,,
ACSSF,MI,140,00,6441,,,,,26,163,,,541800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163541800,"Census Tract 5418, Wayne County, Michigan",,,
ACSSF,MI,140,00,6442,,,,,26,163,,,542100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542100,"Census Tract 5421, Wayne County, Michigan",,,
ACSSF,MI,140,00,6443,,,,,26,163,,,542200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542200,"Census Tract 5422, Wayne County, Michigan",,,
ACSSF,MI,140,00,6444,,,,,26,163,,,542300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542300,"Census Tract 5423, Wayne County, Michigan",,,
ACSSF,MI,140,00,6445,,,,,26,163,,,542400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542400,"Census Tract 5424, Wayne County, Michigan",,,
ACSSF,MI,140,00,6446,,,,,26,163,,,542500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542500,"Census Tract 5425, Wayne County, Michigan",,,
ACSSF,MI,140,00,6447,,,,,26,163,,,542600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542600,"Census Tract 5426, Wayne County, Michigan",,,
ACSSF,MI,140,00,6448,,,,,26,163,,,542900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163542900,"Census Tract 5429, Wayne County, Michigan",,,
ACSSF,MI,140,00,6449,,,,,26,163,,,543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543000,"Census Tract 5430, Wayne County, Michigan",,,
ACSSF,MI,140,00,6450,,,,,26,163,,,543100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543100,"Census Tract 5431, Wayne County, Michigan",,,
ACSSF,MI,140,00,6451,,,,,26,163,,,543200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543200,"Census Tract 5432, Wayne County, Michigan",,,
ACSSF,MI,140,00,6452,,,,,26,163,,,543300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543300,"Census Tract 5433, Wayne County, Michigan",,,
ACSSF,MI,140,00,6453,,,,,26,163,,,543400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543400,"Census Tract 5434, Wayne County, Michigan",,,
ACSSF,MI,140,00,6454,,,,,26,163,,,543500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543500,"Census Tract 5435, Wayne County, Michigan",,,
ACSSF,MI,140,00,6455,,,,,26,163,,,543700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543700,"Census Tract 5437, Wayne County, Michigan",,,
ACSSF,MI,140,00,6456,,,,,26,163,,,543900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163543900,"Census Tract 5439, Wayne County, Michigan",,,
ACSSF,MI,140,00,6457,,,,,26,163,,,544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163544000,"Census Tract 5440, Wayne County, Michigan",,,
ACSSF,MI,140,00,6458,,,,,26,163,,,544100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163544100,"Census Tract 5441, Wayne County, Michigan",,,
ACSSF,MI,140,00,6459,,,,,26,163,,,544200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163544200,"Census Tract 5442, Wayne County, Michigan",,,
ACSSF,MI,140,00,6460,,,,,26,163,,,544300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163544300,"Census Tract 5443, Wayne County, Michigan",,,
ACSSF,MI,140,00,6461,,,,,26,163,,,544800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163544800,"Census Tract 5448, Wayne County, Michigan",,,
ACSSF,MI,140,00,6462,,,,,26,163,,,545100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545100,"Census Tract 5451, Wayne County, Michigan",,,
ACSSF,MI,140,00,6463,,,,,26,163,,,545200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545200,"Census Tract 5452, Wayne County, Michigan",,,
ACSSF,MI,140,00,6464,,,,,26,163,,,545500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545500,"Census Tract 5455, Wayne County, Michigan",,,
ACSSF,MI,140,00,6465,,,,,26,163,,,545600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545600,"Census Tract 5456, Wayne County, Michigan",,,
ACSSF,MI,140,00,6466,,,,,26,163,,,545700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545700,"Census Tract 5457, Wayne County, Michigan",,,
ACSSF,MI,140,00,6467,,,,,26,163,,,545800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545800,"Census Tract 5458, Wayne County, Michigan",,,
ACSSF,MI,140,00,6468,,,,,26,163,,,545900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163545900,"Census Tract 5459, Wayne County, Michigan",,,
ACSSF,MI,140,00,6469,,,,,26,163,,,546000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546000,"Census Tract 5460, Wayne County, Michigan",,,
ACSSF,MI,140,00,6470,,,,,26,163,,,546100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546100,"Census Tract 5461, Wayne County, Michigan",,,
ACSSF,MI,140,00,6471,,,,,26,163,,,546201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546201,"Census Tract 5462.01, Wayne County, Michigan",,,
ACSSF,MI,140,00,6472,,,,,26,163,,,546301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546301,"Census Tract 5463.01, Wayne County, Michigan",,,
ACSSF,MI,140,00,6473,,,,,26,163,,,546600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546600,"Census Tract 5466, Wayne County, Michigan",,,
ACSSF,MI,140,00,6474,,,,,26,163,,,546700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163546700,"Census Tract 5467, Wayne County, Michigan",,,
ACSSF,MI,140,00,6475,,,,,26,163,,,547000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163547000,"Census Tract 5470, Wayne County, Michigan",,,
ACSSF,MI,140,00,6476,,,,,26,163,,,547100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163547100,"Census Tract 5471, Wayne County, Michigan",,,
ACSSF,MI,140,00,6477,,,,,26,163,,,547200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163547200,"Census Tract 5472, Wayne County, Michigan",,,
ACSSF,MI,140,00,6478,,,,,26,163,,,550100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163550100,"Census Tract 5501, Wayne County, Michigan",,,
ACSSF,MI,140,00,6479,,,,,26,163,,,550200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163550200,"Census Tract 5502, Wayne County, Michigan",,,
ACSSF,MI,140,00,6480,,,,,26,163,,,550300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US26163550300,"Census Tract 5503, Wayne County, Michigan",,,
